"Page_Index","Order_in_Page","Title","Year","Authors","Publication_Info","Abstract","Link","DOI","Citations","Scholar_Link"
"13","5","Pharmacogenomics in clinical practice to prevent risperidone-induced hyperprolactinemia in autism spectrum disorder","2022","M Biswas, N Vanwong, C Sukasem - Pharmacogenomics, 2022","Taylor & Francis","… The term ‘autism’ was first introduced by Leo Kanner in 1943 to indicate specific behavioral 
… However, autism is now well acknowledged as autism spectrum disorder (ASD) after …","https://www.tandfonline.com/doi/abs/10.2217/pgs-2022-0016","10.2217/pgs-2022-0016","10.0","https://www.tandfonline.com/doi/abs/10.2217/pgs-2022-0016"
"13","6","A Systematic Review of Developments in Eye Tracking and Machine Learning for the Early Detection of Autism Spectrum Disorder","2025","DM Setu - Journal of Technology in Behavioral Science, 2025","Springer","… Autism spectrum disorder (ASD) is a complicated neurodevelopmental disorder that affects 
… researchers in the direction of more accurate and effective early autism diagnosis methods. …","https://link.springer.com/article/10.1007/s41347-025-00542-x","10.1007/s41347-025-00542-x","","https://link.springer.com/article/10.1007/s41347-025-00542-x"
"13","7","Customization support in computer-based technologies for autism: A systematic mapping study","2020","RE Lopez-Herrejon, O Poddar, G Herrera… - International Journal of …, 2020","Taylor & Francis","… In the autism community, a common saying is: ”if you’ve met one person with autism you’ve 
met one person with autism”.Footnote 1 This entails that individuals with autism have unique …","https://www.tandfonline.com/doi/abs/10.1080/10447318.2020.1731673","10.1080/10447318.2020.1731673","26.0","https://www.tandfonline.com/doi/abs/10.1080/10447318.2020.1731673"
"13","8","Application of Explainable Artificial Intelligence in Autism Spectrum Disorder Detection","2025","V Vimbi, N Shaffi, MAK Sadiq, SR Sirasanagandla… - Cognitive …, 2025","Springer","… decision tree (DT) to diagnose Autism severity based on physical fitness and GMV (… Autism 
severity. This research contributes to a deeper understanding of the factors influencing Autism …","https://link.springer.com/article/10.1007/s12559-025-10462-w","10.1007/s12559-025-10462-w","1.0","https://link.springer.com/article/10.1007/s12559-025-10462-w"
"13","9","Dental Caries of Individuals with Autism Spectrum Disorder (ASD): A Systematic Review and Meta-Analysis","2025","TP da Motta, DG da Mota, FV Bitencourt… - Journal of Autism and …, 2025","Springer","This systematic review and meta-analysis aimed to assess and compare the prevalence of 
dental caries in children and adolescents with and without ASD and identify associated factors…","https://link.springer.com/article/10.1007/s10803-025-06754-7","10.1007/s10803-025-06754-7","2.0","https://link.springer.com/article/10.1007/s10803-025-06754-7"
"13","10","The Role of AI-Driven Art Therapy in Supporting Autism, Mental Health, and Emotional Well-Being: An Umbrella Review","2025","A Hosen - Mental Health, and Emotional Well-Being: An Umbrella …, 2025","papers.ssrn.com","… This modality shows particular potential in supporting individuals with autism spectrum 
disorder (ASD), mental health challenges, and those seeking emotional well-being. Aim: This …","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5623630","","","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5623630"
"14","1","Autism and emotion: a narrative review","2022","S Kanagaraj, S Devishrree, J Swetha… - Journal of Health …, 2022","thieme-connect.com","… with autism, although there is significant evidence of schizophrenia, and analysis of comorbidity 
suggests a genetic association with autism, schizophrenia, and bipolar disorder.[31] [32] …","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0041-1736277","10.1055/s-0041-1736277","5.0","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0041-1736277"
"14","2","Influence of De novo Mutation in Autism","2020","AMA Sanjeev, B Kathirvel, K Mohandass… - Biomedical and …, 2020","journals.lww.com","… Autism and autism spectrum disorders (ASD) affects the areas of social awareness and … 
for Disease Control and Prevention's autism and developmental disabilities monitoring network …","https://journals.lww.com/bbrj/fulltext/2020/04040/influence_of_de_novo_mutation_in_autism.6.aspx","","","https://journals.lww.com/bbrj/fulltext/2020/04040/influence_of_de_novo_mutation_in_autism.6.aspx"
"14","3","An extensive review of patient health-care service satisfaction in Bangladesh","2020","AK Mohiuddin - Adesh University Journal of Medical Sciences & …, 2020","aujmsr.com","… such as cancer, cardiac ailment, autism, infertility, as well as medical check-ups. In fiscal 
year 2015–2016, 165,000 patients from Bangladesh visited different hospitals of India but only …","https://aujmsr.com/an-extensive-review-of-patient-health-care-service-satisfaction-in-bangladesh/","","35.0","https://aujmsr.com/an-extensive-review-of-patient-health-care-service-satisfaction-in-bangladesh/"
"14","4","Trends in Multimodal Artificial Intelligence for Autism Research in Children and Adolescents: A Scientometric Study","2025","Y Yan, E Abdullah - Journal of the Korean Academy of Child …, 2025","pmc.ncbi.nlm.nih.gov","… intersection of AI and autism among children and adolescents … improved autism diagnosis, 
intervention, and understanding. … signal processing and autism diagnostics, reflects a strong …","https://pmc.ncbi.nlm.nih.gov/articles/PMC12520828/","","","https://pmc.ncbi.nlm.nih.gov/articles/PMC12520828/"
"14","5","Software de aplicación para niños con trastorno del espectro autista en el Perú: una revisión de la literatura científica del 2005-2020","2020","AR Cabanillas Tello","2020 - repositorio.upn.edu.pe","… Components to design serious games for children with autism spectrum disorder (ASD) to … 
-term, inhome socially assistive robot interventions for children with autism spectrum disorders …","https://repositorio.upn.edu.pe/handle/11537/25513","","","https://repositorio.upn.edu.pe/handle/11537/25513"
"14","6","Unravelling the role of SHANK3 mutations in targeted therapies for autism spectrum disorders","2024","X Li - Discover Psychology, 2024","Springer","Autism Spectrum Disorder (ASD) presents a significant challenge due to its complex genetic 
basis and associated comorbidities. Among the genes implicated in ASD, SHANK3 has …","https://link.springer.com/article/10.1007/s44202-024-00223-5","10.1007/s44202-024-00223-5","7.0","https://link.springer.com/article/10.1007/s44202-024-00223-5"
"14","7","A systematic review of studies on online education for autism spectrum disorder","2022","H Polat, E Taslıbeyaz, MT Kayalar - Turkish Online Journal of …, 2022","dergipark.org.tr","… This sudden shift also affected special education practices for learners with autism spectrum 
disorder (ASD). The present study aims to investigate the current issues in online education …","https://dergipark.org.tr/en/pub/tojde/issue/70682/1137184","","3.0","https://dergipark.org.tr/en/pub/tojde/issue/70682/1137184"
"14","8","Molecular mechanisms of astaxanthin as a potential neurotherapeutic agent","2021","EI Bahbah, S Ghozy, MS Attia, A Negida, TB Emran… - Marine drugs, 2021","mdpi.com","… protective effects, many studies have mentioned the role of ASX in neurological disorders, 
including cerebral ischemia, Parkinson’s disease (PD), Alzheimer’s disease (AD), autism, and …","https://www.mdpi.com/1660-3397/19/4/201","","77.0","https://www.mdpi.com/1660-3397/19/4/201"
"14","9","A systematic review of behaviour-related outcome assessments for children on the autism spectrum with intellectual disabilities in education settings","2021","M Howell, J Bradshaw, PE Langdon - Review Journal of Autism and …, 2021","Springer","… on the autism spectrum with coexisting intellectual disabilities in areas of adaptive behaviour, 
challenging or problem behaviour and autism-related behaviour. The term autism-related …","https://link.springer.com/article/10.1007/s40489-020-00205-y","10.1007/s40489-020-00205-y","26.0","https://link.springer.com/article/10.1007/s40489-020-00205-y"
"14","10","The gut-microbiota-brain axis in autism spectrum disorder","2021","GC Wong, JM Montgomery, MW Taylor - Exon Publications, 2021","exonpublications.com","… Autism spectrum disorder (ASD) is a neurodevelopmental disorder characterized by … , are 
particularly prevalent for people on the autism spectrum, which may relate to an underlying …","https://www.exonpublications.com/index.php/exon/article/view/autism-spectrum-disorders-gut-microbiota-brain-axis","","18.0","https://www.exonpublications.com/index.php/exon/article/view/autism-spectrum-disorders-gut-microbiota-brain-axis"
"15","1","Specialized diet therapies: exploration for improving behavior in autism spectrum disorder (ASD)","2020.0","G Bjørklund, NA Meguid, M Dadar… - Current Medicinal …, 2020","benthamdirect.com","… ) in 117 children diagnosed with infantile autism, reported a wide distribution along the entire 
BMI percentile in males, but not in females with infantile autism, with a significantly shifted …","https://www.benthamdirect.com/content/journals/cmc/10.2174/0929867327666200217101908","10.2174/0929867327666200217101908","11.0","https://www.benthamdirect.com/content/journals/cmc/10.2174/0929867327666200217101908"
"15","2","Screening for intellectual disabilities and/or autism amongst older children and young adults: A systematic review of tools for use in Africa","2024.0","EU Nwokolo, PE Langdon, GH Murphy - Review Journal of Autism and …, 2024","Springer","… tools for both intellectual disabilities and autism, but they may not … of intellectual disabilities 
and autism for older children and young … disabilities and twelve for autism were identified and …","https://link.springer.com/article/10.1007/s40489-022-00342-6","10.1007/s40489-022-00342-6","6.0","https://link.springer.com/article/10.1007/s40489-022-00342-6"
"15","3","Nicotine Exposure in Pregnancy and its Link to Autism Spectrum Disorder: A Review on Evidence, Biological Pathways, and Directions for Future Research in …","2025.0","I Ahmad, A Al Noman, M Datta… - Current Psychiatry …, 2025","benthamdirect.com","Pregnancy-related smoking and nicotine exposure by the mother can impact the developing 
brain of the baby and increase the likelihood that the kid will have autism or other …","https://www.benthamdirect.com/content/journals/cprr/10.2174/0126660822328919241212114244","10.2174/0126660822328919241212114244","1.0","https://www.benthamdirect.com/content/journals/cprr/10.2174/0126660822328919241212114244"
"15","4","The relative usefulness of the identification and analysis of biomarkers for the diagnosis of autism spectrum disorders in early childhood and the implementation of …","2024.0","A El-Ansary, L Al-Ayadhi, M Al-Hakbany… - … Journal for Autism …, 2024","emiratesscholar.com","… symptoms of autism. Despite the large number of studies on neurochemical alterations in 
autism, … for the prevention and treatment of autism through personalized precision medicine. …","https://www.emiratesscholar.com/the-relative-usefulness-of-the-identification-and-analysis-of-biomarkers-for-the-diagnosis-of-autism-spectrum-disorders-in-early-childhood-and-the-implementation-of-personalized-precision-medicine/","","2.0","https://www.emiratesscholar.com/the-relative-usefulness-of-the-identification-and-analysis-of-biomarkers-for-the-diagnosis-of-autism-spectrum-disorders-in-early-childhood-and-the-implementation-of-personalized-precision-medicine/"
"15","5","Implication of big data analytics, artificial intelligence, machine learning and deep learning in the public health sector of Bangladesh: a scoping review protocol","2023.0","MA Alam, M Sajib, F Rahman, S Tahura… - Open Science …, 2023","researchgate.net","… of these advancing technologies in Bangladesh. Objectives: The authors conducted this 
scoping review with the intention of collating (a) the existing research in Bangladesh’s public …","https://www.researchgate.net/profile/Juwel-Rana/publication/375875109_Implication_of_Big_Data_Analytics_Artificial_Intelligence_Machine_Learning_and_Deep_Learning_in_public_health_sector_of_Bangladesh_A_scoping_review/links/65677e5e3fa26f66f439b9bc/Implication-of-Big-Data-Analytics-Artificial-Intelligence-Machine-Learning-and-Deep-Learning-in-public-health-sector-of-Bangladesh-A-scoping-review.pdf","","5.0","https://www.researchgate.net/profile/Juwel-Rana/publication/375875109_Implication_of_Big_Data_Analytics_Artificial_Intelligence_Machine_Learning_and_Deep_Learning_in_public_health_sector_of_Bangladesh_A_scoping_review/links/65677e5e3fa26f66f439b9bc/Implication-of-Big-Data-Analytics-Artificial-Intelligence-Machine-Learning-and-Deep-Learning-in-public-health-sector-of-Bangladesh-A-scoping-review.pdf"
"15","6","Self-Reliance of Parents Caring for Children with Autism","","MMA Baker, SSE Al-Rafay, FFA Mahfoz","journals.ekb.eg","… Background: Caring for children with Autism spectrum … parents caring of children with autism 
regarding their self-reliance. … with autism from the mentioned settings that treat autism. Tools …","https://journals.ekb.eg/article_348188.html","","","https://journals.ekb.eg/article_348188.html"
"15","7","Parental experience of parent-mediated intervention for children with ASD: A systematic review and qualitative evidence synthesis","2023.0","L Jurek, K Leadbitter, B Falissard, C Colin, S Touzet… - …, 2023","journals.sagepub.com","… Lessons learned while developing, adapting and implementing a pilot parent-mediated 
behavioural intervention for children with autism spectrum disorder in rural Bangladesh. …","https://journals.sagepub.com/doi/abs/10.1177/13623613221112204","10.1177/13623613221112204","42.0","https://journals.sagepub.com/doi/abs/10.1177/13623613221112204"
"15","8","Systematic review of the literature on single-nucleotide polymorphisms within the neuroligin (NLGN) gene in the development of autism spectrum disorder","2024.0","KM Szczurek, D Szczepanek… - Journal of Sexual …, 2024","journals.viamedica.pl","… as one of the triggers of autism. Potentially more than one … Articles were selected based on 
keywords such as “autism”, “… the significant relationship between autism and NLGN mutations …","https://journals.viamedica.pl/sexual_and_mental_health/article/download/102396/79540","","","https://journals.viamedica.pl/sexual_and_mental_health/article/download/102396/79540"
"15","9","Need for School Psychology Services in Bangladesh: Perspectives and Challenges","2024.0","MK Uddin, S Kabir, J Rahman, P Parmita… - Bangladesh Journal of …, 2024","banglajol.info","… Bangladesh has experienced rapid economic growth and significant progress in expanding 
… implementation of school psychology services in Bangladesh. This paper underscores the …","https://banglajol.info/index.php/BJoP/article/view/78521","","1.0","https://banglajol.info/index.php/BJoP/article/view/78521"
"15","10","Role of AI/ML in the study of autism spectrum disorders: A bibliometric analysis","2024.0","A Jiran Meitei, BB Mohapatra, B Khundrakpam… - Journal of Technology in …, 2024","Springer","… While the symptoms and behaviors of autism often change or evolve as a child grows older, 
… As a result, diagnosis and treatment of autism can be difficult; treatment often involves a …","https://link.springer.com/article/10.1007/s41347-024-00397-8","10.1007/s41347-024-00397-8","2.0","https://link.springer.com/article/10.1007/s41347-024-00397-8"
"16","1","Correlates of Physical Activity of Children and Adolescents with Autism Spectrum Disorder in Low-and Middle-Income Countries: A Systematic Review of …","2022","T Zhong, H Liu, Y Li, J Qi - … Journal of Environmental Research and Public …, 2022","mdpi.com","Children and adolescents with autism spectrum disorder (ASD) are at a high risk for a lack of 
physical activity (PA). The aim of this study is to review the evidence on the correlates of PA …","https://www.mdpi.com/1660-4601/19/23/16301","","8.0","https://www.mdpi.com/1660-4601/19/23/16301"
"16","2","Assistive technology to support people with autism spectrum disorder in their autonomy and safety: A scoping review","2022","L Wohofsky, P Scharf, SL Lattacher… - Technology and …, 2022","journals.sagepub.com","… Clichés of Autism like savant syndrome do only tell a part of the whole story. … deals with AT 
for people with autism spectrum disorder. Therefore autism spectrum disorder or related terms …","https://journals.sagepub.com/doi/abs/10.3233/TAD-210355","10.3233/TAD-210355","13.0","https://journals.sagepub.com/doi/abs/10.3233/TAD-210355"
"16","3","The burden of HEV-related acute liver failure in Bangladesh, China and India: a systematic review and meta-analysis","2023","R Dong, D Chang, Z Luo, M Zhang, Q Guan, C Shen… - BMC Public Health, 2023","Springer","Background Hepatitis E can potentially progress to HEV-related acute liver failure (HEV-ALF). 
East and South Asia bear a substantial burden of HEV infection, with Bangladesh, China, …","https://link.springer.com/article/10.1186/s12889-023-17302-2","10.1186/s12889-023-17302-2","12.0","https://link.springer.com/article/10.1186/s12889-023-17302-2"
"16","4","Thalassemia in Bangladesh: progress, challenges, and a strategic blueprint for prevention","2025","MS Hossain, F Islam, S Akhter… - Orphanet Journal of Rare …, 2025","Springer","… Bangladesh [7], there was only one small study (2005) on the prevalence of thalassemia in 
Bangladesh [… data from individuals aged 14 to 35 across Bangladesh, reveals that the overall …","https://link.springer.com/article/10.1186/s13023-025-03744-x","10.1186/s13023-025-03744-x","","https://link.springer.com/article/10.1186/s13023-025-03744-x"
"16","5","An extensive review of patient satisfaction with healthcare services in Bangladesh","2020","AK Mohiuddin - Patient Experience Journal, 2020","pxjournal.org","… such as cancer, cardiac ailment, autism, infertility, as well as medical check-ups. In fiscal 
year 201516, 165,000 patients from Bangladesh visited different hospitals of India but only …","https://pxjournal.org/journal/vol7/iss2/14/","","26.0","https://pxjournal.org/journal/vol7/iss2/14/"
"16","6","Explainable AI in early autism detection: a literature review of interpretable machine learning approaches","2025","R Agrawal, R Agrawal - Discover Mental Health, 2025","Springer","Autism spectrum disorder (ASD) is a neurodevelopmental condition especially in children 
with a strong hereditary basis, making its early diagnosis challenging. Early detection of ASD …","https://link.springer.com/article/10.1007/s44192-025-00232-3","10.1007/s44192-025-00232-3","2.0","https://link.springer.com/article/10.1007/s44192-025-00232-3"
"16","7","School‐based mental health and psychosocial support interventions for children and adolescents with developmental disabilities in low‐and middle‐income countries …","2025","MJ Alpuche De Lille… - Tropical Medicine & …, 2025","Wiley Online Library","… Most interventions effectively enhanced social skills or reduced deficits in children with 
autism, intellectual disabilities and ADHD. Table 3 describes the reported effects of the studies. …","https://onlinelibrary.wiley.com/doi/abs/10.1111/tmi.70000","10.1111/tmi.70000","1.0","https://onlinelibrary.wiley.com/doi/abs/10.1111/tmi.70000"
"16","8","Approaches for Predicting the Occurrence of Challenging Behaviors in Individuals with Autism Spectrum Disorder: A Narrative Review","2025","J Ferina, E Dando, C Anderson, J Foster… - Journal of Personalized …, 2025","mdpi.com","… of autism spectrum disorder can be highly heterogeneous, and a significant percentage of 
individuals with autism … Given the large heterogeneity found in the presentation of autism, most …","https://www.mdpi.com/2075-4426/15/10/453","","","https://www.mdpi.com/2075-4426/15/10/453"
"16","9","Toward vocational training for young people with Autism Spectrum Disorder (ASD) in Malaysia: Challenges, opportunities and reasonable hope","2022","PT Tang","2022 - researchcommons.waikato.ac.nz","… I realised that the students whose behaviour I had thought was unusual might be considered 
to be on the autism spectrum. In medical terms, this is often referred to as Autism Spectrum …","https://researchcommons.waikato.ac.nz/items/85817941-71e4-4964-9478-78b393ec6467","","4.0","https://researchcommons.waikato.ac.nz/items/85817941-71e4-4964-9478-78b393ec6467"
"16","10","Beyond Genetics: Discovering the Role of Maternal Dietary Intake in Autism Spectrum Disorder","2024","YR Shivade, AJ Gijare - Indian Journal of Health and …, 2024","search.proquest.com","… notable risk factor for autism, as several studies have indicated that having mothers and 
fathers aged 34 years or older raises the chances of their children developing autism. (Durkin et …","https://search.proquest.com/openview/7cc93c406ec8119826cc4da70386f921/1?pq-origsite=gscholar&cbl=2032134","","1.0","https://search.proquest.com/openview/7cc93c406ec8119826cc4da70386f921/1?pq-origsite=gscholar&cbl=2032134"
"17","1","A Survey on Early Detection of Autism Spectrum Disorder","2024","N Attar, S Paygude - 2024 3rd International Conference on …, 2024","ieeexplore.ieee.org","… Incorporating behavioral analysis into the autism detection system can significantly … 
behavioral patterns commonly associated with Autism Spectrum Disorder. Advanced machine …","https://ieeexplore.ieee.org/abstract/document/10841780/","","","https://ieeexplore.ieee.org/abstract/document/10841780/"
"17","2","Cellular bioenergetic and metabolic changes in patients with autism spectrum disorder","2021","M Gevezova, D Minchev, I Pacheva… - Current Topics in …, 2021","benthamdirect.com","… , structural brain damage, gene mutations etc., in which autism is only one of the clinical 
manifestations - referred to as syndromic autism. In about a third of the cases, there is a …","https://www.benthamdirect.com/content/journals/ctmc/10.2174/1568026621666210521142131","10.2174/1568026621666210521142131","17.0","https://www.benthamdirect.com/content/journals/ctmc/10.2174/1568026621666210521142131"
"17","3","The right to education and employment for person with disabilities: Overview of Bangladesh perspective","2023","MK Neety","2023 - 103.133.167.11","… the relevant laws in Bangladesh and international context regarding … and the employment in 
Bangladesh. provide a comparative … Special program for child with autism (clause 6.9).81this …","http://103.133.167.11:8080/handle/123456789/3921","","1.0","http://103.133.167.11:8080/handle/123456789/3921"
"17","4","Psychology in Bangladesh: Progress, Prospects, and Challenges","2024","A Khaleque, MK Uddin, A Mahmood - Bangladesh Journal of …, 2024","banglajol.info","While existing documentation on the history of Psychology in Bangladesh provides some 
insights, it often lacks a comprehensive and current perspective on the discipline’s progress, …","https://banglajol.info/index.php/BJoP/article/view/78525","","","https://banglajol.info/index.php/BJoP/article/view/78525"
"17","5","Early intervention for children with developmental disabilities in low and middle-income countries–the case for action","2021","T Smythe, M Zuurmond, CJ Tann… - International …, 2021","academic.oup.com","… Interventions for children with autism spectrum disorder include PASS, a parent-mediated 
intervention for autism spectrum disorder in India and Pakistan. The intervention uses video …","https://academic.oup.com/inthealth/article-abstract/13/3/222/5891235","","181.0","https://academic.oup.com/inthealth/article-abstract/13/3/222/5891235"
"17","6","Hypoxia, NSAIDs, and autism: A biocultural analysis of stressors in gametogenesis","2024","S Burke - American Journal of Human Biology, 2024","Wiley Online Library","… oocyte development and, at least hypothetically, autism risk. Given the focus on hypoxia … 
risk for autism aligns with current epidemiological understandings–with autism risk appearing to …","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajhb.24042","10.1002/ajhb.24042","3.0","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajhb.24042"
"17","7","A Survey on Genetic Disease− Autism Spectrum Disorder Prediction and Classification in Machine Learning","2024","A Kanchana, R Khilar - International Journal of Nutrition …, 2024","journals.lww.com","… many medical illnesses, including autism, is a major obstacle. [… enthusiasm among children 
with autism. When it comes to a … [3] Autism was previously classified into four groups by the …","https://journals.lww.com/ijnp/fulltext/2024/14040/a_survey_on_genetic_disease___autism_spectrum.7.aspx","","","https://journals.lww.com/ijnp/fulltext/2024/14040/a_survey_on_genetic_disease___autism_spectrum.7.aspx"
"17","8","Embracing Neurodiversity: The Critical Role of Awareness And Acceptance in Autism Spectrum Disorders","2025","A Gupta, N Aman - Archives of Molecular Biology and …, 2025","scientificarchives.com","… This review provides a comprehensive overview of autism spectrum disorder (ASD), … 
inclusive communities that support individuals with autism and their families, ultimately enhancing …","https://www.scientificarchives.com/article/embracing-neurodiversity-the-critical-role-of-awareness-and-acceptance-in-autism-spectrum-disorders","","","https://www.scientificarchives.com/article/embracing-neurodiversity-the-critical-role-of-awareness-and-acceptance-in-autism-spectrum-disorders"
"17","9","An Overview of E-commerce Businesses in Developing Countries: A Comparative Study Between Uganda and Bangladesh.","2024","MS Samalie, M Kasimu - REFLECTION, 2024","dspace.bracu.ac.bd","… This article compares Uganda and Bangladesh to provide an analysis of the state of e-commerce 
platforms in developing nations. It mainly describes various e-commerce platforms in …","https://dspace.bracu.ac.bd:8443/xmlui/bitstream/handle/10361/24467/REFLECTION_FULL%20BOOK.pdf?sequence=1&isAllowed=y#page=115","","1.0","https://dspace.bracu.ac.bd:8443/xmlui/bitstream/handle/10361/24467/REFLECTION_FULL%20BOOK.pdf?sequence=1&isAllowed=y#page=115"
"17","10","Examining Large Language Models Within Autism-Related Contexts: A Systematic Review of Bias and (Mis) Representation","2025","K Pryor, T Coleman, SZ Hossain… - 2025 IEEE 49th …, 2025","ieeexplore.ieee.org","… to addressing bias against individuals with autism. We applied inductive thematic analysis, 
… of autism. We found that bias within LLMs has the potential to harm individuals with autism …","https://ieeexplore.ieee.org/abstract/document/11126846/","","","https://ieeexplore.ieee.org/abstract/document/11126846/"
"18","1","Epidemiological surveys of ASD: advances and remaining challenges","2021.0","E Fombonne, H MacFarlane, AC Salem - Journal of autism and …, 2021","Springer","… , teachers and subjects with Autism Spectrum Disorder (ASD) as … Here, after providing a brief 
review of the autism survey … restricted to prevalence studies of autism and does not include …","https://link.springer.com/article/10.1007/s10803-021-05005-9","10.1007/s10803-021-05005-9","163.0","https://link.springer.com/article/10.1007/s10803-021-05005-9"
"18","2","Has machine learning enhanced the diagnosis of autism spectrum disorder?","2023.0","RD Shirwaikar, I Sarwari, M Najam… - Critical Reviews™ in …, 2023","dl.begellhouse.com","… Autism does not only affect children with the condition but also affects others such as parents… 
of autism followed by emergence of machine learning and AI in the diagnosis of autism. …","https://www.dl.begellhouse.com/journals/4b27cbfc562e21b8,76e08f3c25e37e28,3ff5263d09cc767c.html","","4.0","https://www.dl.begellhouse.com/journals/4b27cbfc562e21b8,76e08f3c25e37e28,3ff5263d09cc767c.html"
"18","3","Teaching language to the special children: Challenges and possibilities","2020.0","QF Yesmin, S Ullah, MEI Khan - Journal: EPRA International Journal …, 2020","academia.edu","… Autism is such a disability that makes a child specialist with a unique and different specialty. 
Autism and „autism … The study described the efforts made by the Bangladesh Protibondhi …","https://www.academia.edu/download/65217785/Teaching_Language_to_the_Special_Children_Challenges_and_Possibilities.pdf","","6.0","https://www.academia.edu/download/65217785/Teaching_Language_to_the_Special_Children_Challenges_and_Possibilities.pdf"
"18","4","Neonatal jaundice and autism: precautionary principle invocation overdue","2022.0","VK Wilde - Cureus, 2022","cureus.com","… This body of evidence raises the question: If jaundice increases autism risk, time matters, 
and autism prevalence has substantially increased in recent history, then why might have …","https://www.cureus.com/articles/68849-neonatal-jaundice-and-autism-precautionary-principle-invocation-overdue.pdf","","9.0","https://www.cureus.com/articles/68849-neonatal-jaundice-and-autism-precautionary-principle-invocation-overdue.pdf"
"18","5","Towards achieving substantive equality: A critical overview of disability law in Bangladesh","2025.0","AB Shafiq - Australian Journal of Asian Law, 2025","search.informit.org","This article examines to what extent the disability law in Bangladesh responds to the substantive 
equality rights of people with disability. In doing so, it critically evaluates the disability …","https://search.informit.org/doi/abs/10.3316/informit.T2025041400007601335352083","10.3316/informit.T2025041400007601335352083","","https://search.informit.org/doi/abs/10.3316/informit.T2025041400007601335352083"
"18","6","Scoping Review on Care and Support Services for Children with Autism Spectrum Disorder and Implications on Interventions","2024.0","FG Kiambati, SW Juma… - Journal of …, 2024","kenyasocialscienceforum.wordpress …","… Autism, formally referred to as autism spectrum disorder (ASD) is a lifelong … Autism is 
described as a spectrum because its manifestation encompasses a wide range of …","https://kenyasocialscienceforum.wordpress.com/wp-content/uploads/2024/08/1pdf-kiambati-et-al-scoping-review-on-care-and-support-services-for-children-with-autism-spectrum-disorder-in-kenya-1.pdf","","","https://kenyasocialscienceforum.wordpress.com/wp-content/uploads/2024/08/1pdf-kiambati-et-al-scoping-review-on-care-and-support-services-for-children-with-autism-spectrum-disorder-in-kenya-1.pdf"
"18","7","Analysing the Scope for Accessible Tourism in Bangladesh: The Role of Bangladesh Tourism Board and Beyond","","U Sadika","djassr.com","… In a developing country like Bangladesh, tourism industry … in Bangladesh and the pivotal 
role of the Bangladesh Tourism … in world as well as in Bangladesh, identifying key challenges, …","https://djassr.com/uploads/articles/Analysing%20the%20Scope%20for%20Accessible%20Tourism%20in%20Bangladesh:%20The%20Role%20of%20Bangladesh%20Tourism%20Board%20and%20Beyond-PDF.pdf","","","https://djassr.com/uploads/articles/Analysing%20the%20Scope%20for%20Accessible%20Tourism%20in%20Bangladesh:%20The%20Role%20of%20Bangladesh%20Tourism%20Board%20and%20Beyond-PDF.pdf"
"18","8","Early-Life Microbiome and Neurodevelopmental Disorders: A Systematic Review and Meta-Analysis","2025.0","M Fakruddin, T Amin, MA Shishir… - Current …, 2025","benthamdirect.com","… , including autism spectrum disorders (ASD) and Parkinson's disease [26, 27]. Faecal 
transplantation has demonstrated some effectiveness in treating children with autism spectrum …","https://www.benthamdirect.com/content/journals/cn/10.2174/011570159X360129250508113618","10.2174/011570159X360129250508113618","","https://www.benthamdirect.com/content/journals/cn/10.2174/011570159X360129250508113618"
"18","9","Parent-mediated interventions for children with ASD in low-resource settings: A scoping review","2021.0","JD Lee, H Meadan - Review Journal of Autism and Developmental …, 2021","Springer","As a global health concern, autism spectrum disorder (ASD) is known to affect millions of 
people regardless of their demographics. Children with ASD and their families in many low-…","https://link.springer.com/article/10.1007/s40489-020-00218-7","10.1007/s40489-020-00218-7","65.0","https://link.springer.com/article/10.1007/s40489-020-00218-7"
"18","10","Autism spectrum disorder: A Literature review on prevalence and etiology measures","2023.0","E Carvalho, ID Rodrigues, FJ Alves… - Revista Eixos …, 2023","psl.pas.ifsuldeminas.edu.br","… Because most recurrence works do not hold large sample sizes, we limit the sample size 
to at least 20 subjects for broader autism phenotype recurrence studies and at least 250 …","https://psl.pas.ifsuldeminas.edu.br/index.php/eixostech/article/view/366","","2.0","https://psl.pas.ifsuldeminas.edu.br/index.php/eixostech/article/view/366"
"19","1","Current Practices in Assessing Child Language Disorders in Bangladesh: Review and Implications","2023.0","A Sultana - Journal of Bangladesh Studies, 2023","brill.com","… To identify the assessment tools used in Bangladesh, this study … “child language disorders,” 
“Bangladesh,” “language acquisition,… Studies that were conducted outside Bangladesh were …","https://brill.com/view/journals/jbds/25/2/article-p32_4.xml","","","https://brill.com/view/journals/jbds/25/2/article-p32_4.xml"
"19","2","Exploring the potential of Artificial Intelligence in Special Education: a bibliometric analysis to support educators and students with Autism Spectrum Disorder (ASD)","2024.0","LCG Silveira, PW de Alvarenga… - 2024 IEEE Frontiers …, 2024","ieeexplore.ieee.org","… a tool with potential use in cases of students with Autism Spectrum Disorder (ASD). In this 
sense, … aimed at educational processes involving students with autism. To do this, we used the …","https://ieeexplore.ieee.org/abstract/document/10893218/","","1.0","https://ieeexplore.ieee.org/abstract/document/10893218/"
